0.67553,0.10461,1.4123,0.034961,0.094765,1.3928,0.031899,0.50938,0.5915
0.71157,0.077674,1.9725,0.035486,0.089474,1.8594,0.029986,0.48435,0.58315
0.67013,0.10654,1.7634,0.024429,0.10257,1.9482,0.037502,0.55155,0.54863
0.57413,0.095597,1.4417,0.032473,0.073146,1.5119,0.028646,0.41943,0.56469
0.64676,0.083416,1.9589,0.024413,0.087795,1.5814,0.038717,0.55904,0.43737
0.59754,0.088041,1.7572,0.032512,0.099169,1.5113,0.037516,0.53102,0.43252
0.50856,0.089941,1.9653,0.028085,0.09307,1.4766,0.038518,0.45102,0.50119
0.64778,0.10407,1.965,0.030567,0.07699,1.4271,0.031605,0.56814,0.45086
0.67543,0.080767,1.945,0.0282,0.079077,1.4947,0.036625,0.49466,0.47033
0.6794,0.09307,1.693,0.035006,0.08229,1.8308,0.038552,0.47609,0.51356
0.49821,0.073942,1.6804,0.03335,0.10562,1.4143,0.035964,0.49388,0.40238
0.56091,0.077839,1.8554,0.027735,0.091027,1.438,0.036428,0.45259,0.53082
0.64541,0.098933,1.6272,0.025006,0.080243,1.9345,0.030133,0.56516,0.50767
0.71907,0.074814,1.6219,0.02528,0.10663,1.3311,0.038849,0.56346,0.57374
0.50026,0.086392,1.5006,0.033601,0.087531,1.9327,0.030546,0.45276,0.42911
0.51266,0.10329,1.7129,0.030598,0.077218,1.8944,0.036709,0.47019,0.50265
0.57643,0.074735,1.4873,0.02548,0.078621,1.4873,0.033842,0.40993,0.58054
0.70675,0.089671,1.6529,0.028053,0.1044,1.5732,0.029557,0.55605,0.47795
0.53801,0.086541,1.392,0.025584,0.10591,1.9629,0.036053,0.41196,0.44696
0.56476,0.10156,1.3382,0.024516,0.078084,1.759,0.038244,0.52955,0.49018
0.61128,0.082668,1.8225,0.026267,0.096724,1.4499,0.033159,0.52512,0.55605
0.49947,0.10546,1.8431,0.029841,0.087691,1.6247,0.032289,0.5017,0.50215
0.67623,0.10061,1.7558,0.028543,0.10122,1.6818,0.03291,0.5878,0.57519
0.61204,0.094409,1.7178,0.026493,0.082845,1.6407,0.031227,0.56886,0.43895
0.53422,0.078145,1.4792,0.029228,0.0832,1.9411,0.034023,0.43696,0.58098
0.71514,0.087799,1.4018,0.027097,0.086714,1.723,0.031671,0.52057,0.54224
0.53322,0.076227,1.525,0.027825,0.08727,1.6652,0.029197,0.4525,0.5602
0.48701,0.10544,1.8129,0.029863,0.092827,1.4856,0.034424,0.59262,0.50936
0.60507,0.080337,1.6526,0.031489,0.096449,1.5906,0.033144,0.5976,0.40755
0.69244,0.10488,1.8567,0.025185,0.081427,1.5507,0.037516,0.42731,0.54425
0.50562,0.095535,1.6561,0.033349,0.097741,1.9281,0.040473,0.46683,0.53975
0.52747,0.073099,1.8221,0.03,0.089277,1.9287,0.036538,0.52353,0.57189
0.67332,0.092762,1.4495,0.026879,0.10391,1.347,0.034859,0.43359,0.59574
0.65105,0.090017,1.6408,0.024715,0.096551,1.3562,0.029,0.50433,0.41935
0.67636,0.10143,1.8077,0.025798,0.095746,1.6723,0.041622,0.5298,0.56007
0.58891,0.087566,1.876,0.025002,0.076794,1.4431,0.033473,0.56628,0.56067
0.49451,0.086373,1.6778,0.029002,0.095647,1.745,0.032088,0.48633,0.4031
0.71618,0.078018,1.3985,0.028469,0.079132,1.6532,0.032753,0.59033,0.58407
0.49264,0.098563,1.5067,0.029074,0.091723,1.954,0.033848,0.59661,0.46029
0.64826,0.095988,1.686,0.032377,0.095995,1.4463,0.029792,0.59982,0.43422
0.48782,0.092203,1.9136,0.03203,0.078856,1.573,0.03445,0.59633,0.43128
0.68533,0.095212,1.5778,0.026291,0.087417,1.6481,0.029689,0.5179,0.44524
0.57231,0.092988,1.4952,0.027485,0.094215,1.5041,0.039541,0.59653,0.54605
0.56253,0.093026,1.3996,0.034876,0.10367,1.871,0.03165,0.51887,0.4045
0.58206,0.083258,1.4352,0.026145,0.087224,1.3906,0.036379,0.49418,0.53919
0.64797,0.094987,1.3503,0.024826,0.083506,1.6805,0.037162,0.48152,0.564
0.65241,0.10687,1.6808,0.027902,0.075803,1.7337,0.038903,0.48469,0.41816
0.54395,0.077532,1.5146,0.029281,0.090977,1.6317,0.040255,0.50361,0.58872
0.63305,0.10648,1.4878,0.032113,0.082406,1.7741,0.037732,0.4136,0.45096
0.53377,0.096042,1.8887,0.028134,0.1001,1.7764,0.028094,0.52043,0.47735
0.69984,0.072041,1.6351,0.029092,0.088593,1.8394,0.032515,0.55695,0.49427
0.48858,0.078331,1.8072,0.029682,0.077498,1.5545,0.036503,0.43835,0.54769
0.53828,0.10503,1.5067,0.033186,0.078792,1.5189,0.029276,0.51524,0.53667
0.61118,0.087326,1.7559,0.031771,0.096445,1.7502,0.041232,0.44179,0.54186
0.5367,0.076298,1.7312,0.029402,0.088514,1.7675,0.038784,0.47004,0.5324
0.57988,0.10231,1.8811,0.027077,0.094085,1.7146,0.03557,0.57399,0.45296
0.55634,0.076292,1.952,0.031747,0.089261,1.7525,0.035626,0.52946,0.50878
0.65305,0.09081,1.9878,0.026624,0.075809,1.4008,0.02889,0.48092,0.48967
0.5678,0.099486,1.7449,0.033264,0.10558,1.9739,0.030688,0.42777,0.53925
0.50252,0.090915,1.6801,0.034334,0.089455,1.5893,0.0374,0.54825,0.50401
0.56345,0.0774,1.7172,0.027146,0.0736,1.8293,0.031399,0.48848,0.53756
0.56621,0.098508,1.5901,0.032201,0.097346,1.6217,0.028274,0.46617,0.48486
0.54486,0.079094,1.8736,0.029159,0.10396,1.5877,0.038768,0.47936,0.5617
0.66122,0.085586,1.4714,0.033485,0.10617,1.5455,0.037398,0.48773,0.5667
0.66453,0.078021,1.9004,0.035878,0.090519,1.9152,0.036232,0.43095,0.43997
0.57767,0.098953,1.8762,0.03348,0.083467,1.6826,0.029259,0.42234,0.42726
0.64288,0.089826,1.454,0.02994,0.077314,1.3645,0.03991,0.51211,0.58592
0.6472,0.09298,1.8694,0.034548,0.1076,1.3283,0.040116,0.52251,0.59799
0.60664,0.089263,1.8601,0.026734,0.089931,1.9262,0.036045,0.56904,0.54773
0.62064,0.080882,1.7705,0.025002,0.094535,1.7669,0.038217,0.57815,0.59646
0.66457,0.092932,1.9444,0.030961,0.072611,1.4083,0.040078,0.49686,0.56897
0.53026,0.091882,1.7462,0.024384,0.09413,1.5686,0.028693,0.49791,0.4385
0.50954,0.079398,1.4253,0.026269,0.073535,1.7498,0.031946,0.50772,0.53903
0.59979,0.091289,1.6236,0.025487,0.089653,1.8944,0.040235,0.45406,0.44169
0.6156,0.095051,1.6049,0.026472,0.10613,1.3825,0.02948,0.42841,0.43329
0.62903,0.092654,1.3626,0.035174,0.098232,1.8179,0.028888,0.57209,0.58688
0.71626,0.10292,1.8496,0.030161,0.078394,1.5927,0.029875,0.40618,0.58783
0.55231,0.082639,1.5491,0.029605,0.095335,1.3448,0.039791,0.51181,0.57082
0.56349,0.088057,1.364,0.026125,0.095861,1.5477,0.040579,0.42363,0.59768
0.6096,0.097449,1.9917,0.027454,0.086923,1.6367,0.038695,0.56364,0.42004
0.52275,0.084947,1.3657,0.030263,0.084091,1.4446,0.030925,0.58103,0.53508
